Código Departamento,Código Municipio,Código Centro Poblado,Nombre Departamento,Nombre Municipio,Nombre Centro Poblado,Tipo Centro Poblado,Ubicación,Longitud,Latitud,Distrito,Tipo de Municipio,Area Metropolitana
5,"5,001","5,001,027",ANTIOQUIA,MEDELLÍN,LAS PLAYAS,CENTRO POBLADO (CP),"(6.28394357047, -75.6489995687)",-75.6489995687,6.28394357047,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,029",ANTIOQUIA,MEDELLÍN,PIEDRA GORDA,CENTRO POBLADO (CP),"(6.23489261348, -75.498182909)",-75.498182909,6.23489261348,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,031",ANTIOQUIA,MEDELLÍN,POTRERITO,CENTRO POBLADO (CP),"(6.18307451818, -75.667907579)",-75.667907579,6.18307451818,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,032",ANTIOQUIA,MEDELLÍN,TRAVESIAS,CENTRO POBLADO (CP),"(6.28703191801, -75.6431084203)",-75.6431084203,6.28703191801,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,033",ANTIOQUIA,MEDELLÍN,URQUITA,CENTRO POBLADO (CP),0 0,0,0,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,035",ANTIOQUIA,MEDELLÍN,BOQUERÓN,CENTRO POBLADO (CP),"(6.31466453166, -75.6573758995)",-75.6573758995,6.31466453166,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,039",ANTIOQUIA,MEDELLÍN,EL LLANO 1,CENTRO POBLADO (CP),"(6.29451550368, -75.6494934186)",-75.6494934186,6.29451550368,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,040",ANTIOQUIA,MEDELLÍN,EL LLANO,CENTRO POBLADO (CP),"(6.19831282539, -75.5033167357)",-75.5033167357,6.19831282539,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,048",ANTIOQUIA,MEDELLÍN,LA VERDE,CENTRO POBLADO (CP),"(6.19043349672, -75.6394956297)",-75.6394956297,6.19043349672,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,052",ANTIOQUIA,MEDELLÍN,MATASANO,CENTRO POBLADO (CP),"(6.25765451031, -75.492529472)",-75.492529472,6.25765451031,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,054",ANTIOQUIA,MEDELLÍN,MATASANO 2,CENTRO POBLADO (CP),"(6.26734684369, -75.5054392905)",-75.5054392905,6.26734684369,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,055",ANTIOQUIA,MEDELLÍN,MAZO,CENTRO POBLADO (CP),"(6.248320747, -75.49872337)",-75.49872337,6.248320747,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,056",ANTIOQUIA,MEDELLÍN,MAZO 1,CENTRO POBLADO (CP),0 0,0,0,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,057",ANTIOQUIA,MEDELLÍN,MEDIA LUNA,CENTRO POBLADO (CP),"(6.24024827186, -75.5159979268)",-75.5159979268,6.24024827186,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,001","5,001,066",ANTIOQUIA,MEDELLÍN,LAS CAMELIAS,CENTRO POBLADO (CP),"(6.19672626844, -75.6433753534)",-75.6433753534,6.19672626844,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,002","5,002,000",ANTIOQUIA,ABEJORRAL,ABEJORRAL,CABECERA MUNICIPAL (CM),"(5.78930111433, -75.4287403904)",-75.4287403904,5.78930111433,,MUNICIPIO,
5,"5,002","5,002,002",ANTIOQUIA,ABEJORRAL,PANTANILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.730917629, -75.492961864)",-75.492961864,5.730917629,,MUNICIPIO,
5,"5,002","5,002,004",ANTIOQUIA,ABEJORRAL,NARANJAL,CASERÍO (CAS),"(5.763411113, -75.514169806)",-75.514169806,5.763411113,,MUNICIPIO,
5,"5,002","5,002,016",ANTIOQUIA,ABEJORRAL,LAS CANOAS,CENTRO POBLADO (CP),"(5.78202887815, -75.428660109)",-75.428660109,5.78202887815,,MUNICIPIO,
13,"13,160","13,160,016",BOLÍVAR,CANTAGALLO,MURIBA,CASERÍO (CAS),0 0,0,0,,MUNICIPIO,
5,"5,004","5,004,000",ANTIOQUIA,ABRIAQUÍ,ABRIAQUÍ,CABECERA MUNICIPAL (CM),"(6.63228195504, -76.0642948678)",-76.0642948678,6.63228195504,,MUNICIPIO,
5,"5,004","5,004,003",ANTIOQUIA,ABRIAQUÍ,POTREROS SECTOR 1,CASERÍO (CAS),"(6.67479034665, -76.0894075977)",-76.0894075977,6.67479034665,,MUNICIPIO,
5,"5,021","5,021,000",ANTIOQUIA,ALEJANDRÍA,ALEJANDRÍA,CABECERA MUNICIPAL (CM),"(6.37606264274, -75.141334501)",-75.141334501,6.37606264274,,MUNICIPIO,
5,"5,030","5,030,000",ANTIOQUIA,AMAGÁ,AMAGÁ,CABECERA MUNICIPAL (CM),"(6.03880842381, -75.7019483389)",-75.7019483389,6.03880842381,,MUNICIPIO,
5,"5,030","5,030,001",ANTIOQUIA,AMAGÁ,CAMILO C,CENTRO POBLADO (CP),"(6.02572906075, -75.6985600127)",-75.6985600127,6.02572906075,,MUNICIPIO,
5,"5,030","5,030,003",ANTIOQUIA,AMAGÁ,LA CLARITA,CENTRO POBLADO (CP),"(6.06889371752, -75.699650531)",-75.699650531,6.06889371752,,MUNICIPIO,
5,"5,030","5,030,004",ANTIOQUIA,AMAGÁ,LA FERREIRA,CASERÍO (CAS),"(6.06338935262, -75.7092757411)",-75.7092757411,6.06338935262,,MUNICIPIO,
5,"5,030","5,030,005",ANTIOQUIA,AMAGÁ,LA GUALÍ,CASERÍO (CAS),"(6.05736790207, -75.706869786)",-75.706869786,6.05736790207,,MUNICIPIO,
5,"5,030","5,030,006",ANTIOQUIA,AMAGÁ,PIEDECUESTA,CASERÍO (CAS),"(6.04976095926, -75.6929859987)",-75.6929859987,6.04976095926,,MUNICIPIO,
5,"5,030","5,030,011",ANTIOQUIA,AMAGÁ,MINAS,CENTRO POBLADO (CP),"(6.07757173503, -75.7011486114)",-75.7011486114,6.07757173503,,MUNICIPIO,
5,"5,030","5,030,012",ANTIOQUIA,AMAGÁ,CAMILO C - ALTO DE LA VIRGEN,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.02729183748, -75.7031062243)",-75.7031062243,6.02729183748,,MUNICIPIO,
5,"5,030","5,030,013",ANTIOQUIA,AMAGÁ,PIEDECUESTA - MANI DE LAS CASAS,CASERÍO (CAS),"(6.05546056117, -75.6938423142)",-75.6938423142,6.05546056117,,MUNICIPIO,
5,"5,031","5,031,000",ANTIOQUIA,AMALFI,AMALFI,CABECERA MUNICIPAL (CM),"(6.90967360478, -75.0774749239)",-75.0774749239,6.90967360478,,MUNICIPIO,
5,"5,031","5,031,004",ANTIOQUIA,AMALFI,PORTACHUELO,CENTRO POBLADO (CP),"(6.801117641, -74.927366902)",-74.927366902,6.801117641,,MUNICIPIO,
5,"5,034","5,034,000",ANTIOQUIA,ANDES,ANDES,CABECERA MUNICIPAL (CM),"(5.65676971311, -75.878794075)",-75.878794075,5.65676971311,,MUNICIPIO,
5,"5,034","5,034,001",ANTIOQUIA,ANDES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.68285673695, -75.8355542529)",-75.8355542529,5.68285673695,,MUNICIPIO,
5,"5,034","5,034,003",ANTIOQUIA,ANDES,SAN JOSÉ,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.73606403976, -75.8703726817)",-75.8703726817,5.73606403976,,MUNICIPIO,
5,"5,034","5,034,006",ANTIOQUIA,ANDES,SANTA RITA,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.6126249981, -75.9173374589)",-75.9173374589,5.6126249981,,MUNICIPIO,
5,"5,034","5,034,007",ANTIOQUIA,ANDES,TAPARTÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.70092831497, -75.9650552653)",-75.9650552653,5.70092831497,,MUNICIPIO,
5,"5,034","5,034,012",ANTIOQUIA,ANDES,SANTA INÉS,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.56384213481, -75.8998875545)",-75.8998875545,5.56384213481,,MUNICIPIO,
5,"5,034","5,034,014",ANTIOQUIA,ANDES,SAN BARTOLO,CENTRO POBLADO (CP),"(5.6377077228, -75.8533371503)",-75.8533371503,5.6377077228,,MUNICIPIO,
5,"5,034","5,034,015",ANTIOQUIA,ANDES,LA CHAPARRALA-LA UNIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),"(5.652844471, -75.9244908295)",-75.9244908295,5.652844471,,MUNICIPIO,
5,"5,036","5,036,000",ANTIOQUIA,ANGELÓPOLIS,ANGELÓPOLIS,CABECERA MUNICIPAL (CM),"(6.10961277767, -75.7113533837)",-75.7113533837,6.10961277767,,MUNICIPIO,
5,"5,036","5,036,001",ANTIOQUIA,ANGELÓPOLIS,LA ESTACIÓN,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.08454652003, -75.7034175922)",-75.7034175922,6.08454652003,,MUNICIPIO,
5,"5,036","5,036,006",ANTIOQUIA,ANGELÓPOLIS,SANTA RITA,CASERÍO (CAS),"(6.09940945497, -75.7097450088)",-75.7097450088,6.09940945497,,MUNICIPIO,
5,"5,036","5,036,011",ANTIOQUIA,ANGELÓPOLIS,CIENAGUITA,CASERÍO (CAS),"(6.11903267198, -75.7488334763)",-75.7488334763,6.11903267198,,MUNICIPIO,
5,"5,604","5,604,005",ANTIOQUIA,REMEDIOS,OTÚ,CASERÍO (CAS),"(7.011760762, -74.717054047)",-74.717054047,7.011760762,,MUNICIPIO,
5,"5,038","5,038,000",ANTIOQUIA,ANGOSTURA,ANGOSTURA,CABECERA MUNICIPAL (CM),"(6.88518441484, -75.3351091186)",-75.3351091186,6.88518441484,,MUNICIPIO,
5,"5,038","5,038,008",ANTIOQUIA,ANGOSTURA,LLANOS DE CUIBA,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.812976109, -75.487458974)",-75.487458974,6.812976109,,MUNICIPIO,
5,"5,040","5,040,000",ANTIOQUIA,ANORÍ,ANORÍ,CABECERA MUNICIPAL (CM),"(7.07471004137, -75.1483449609)",-75.1483449609,7.07471004137,,MUNICIPIO,
5,"5,040","5,040,002",ANTIOQUIA,ANORÍ,LIBERIA,CABECERA CORREGIMIENTO MUNICIPAL (C),0 0,0,0,,MUNICIPIO,
5,"5,040","5,040,003",ANTIOQUIA,ANORÍ,MONTEFRÍO,CABECERA CORREGIMIENTO MUNICIPAL (C),0 0,0,0,,MUNICIPIO,
5,"5,040","5,040,004",ANTIOQUIA,ANORÍ,SANTO DOMINGO,CABECERA INSPECCIÓN DE POLICÍA (IP),0 0,0,0,,MUNICIPIO,
5,"5,040","5,040,005",ANTIOQUIA,ANORÍ,CRISTALINAS,CABECERA INSPECCIÓN DE POLICÍA (IP),0 0,0,0,,MUNICIPIO,
5,"5,040","5,040,006",ANTIOQUIA,ANORÍ,LAS NIEVES,CABECERA INSPECCIÓN DE POLICÍA (IP),0 0,0,0,,MUNICIPIO,
5,"5,042","5,042,000",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,CABECERA MUNICIPAL (CM),"(6.55653286033, -75.8270783216)",-75.8270783216,6.55653286033,,MUNICIPIO,
5,"5,042","5,042,002",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,LAURELES,CASERÍO (CAS),"(6.49014027012, -75.9491556386)",-75.9491556386,6.49014027012,,MUNICIPIO,
5,"5,042","5,042,006",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,EL PESCADO,CABECERA INSPECCIÓN DE POLICÍA (IP),"(6.49557990899, -75.9098501356)",-75.9098501356,6.49557990899,,MUNICIPIO,
5,"5,042","5,042,007",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,SABANAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.46145925075, -75.912958481)",-75.912958481,6.46145925075,,MUNICIPIO,
5,"5,042","5,042,008",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,KILOMETRO 2,CASERÍO (CAS),"(6.560424387, -75.846440892)",-75.846440892,6.560424387,,MUNICIPIO,
5,"5,042","5,042,009",ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,PASO REAL,CASERÍO (CAS),"(6.51518479909, -75.8182182374)",-75.8182182374,6.51518479909,,MUNICIPIO,
5,"5,044","5,044,000",ANTIOQUIA,ANZÁ,ANZÁ,CABECERA MUNICIPAL (CM),"(6.3026667644, -75.854448759)",-75.854448759,6.3026667644,,MUNICIPIO,
5,"5,044","5,044,001",ANTIOQUIA,ANZÁ,GUINTAR,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.30205279623, -75.9571587855)",-75.9571587855,6.30205279623,,MUNICIPIO,
5,"5,044","5,044,005",ANTIOQUIA,ANZÁ,LA CEJITA,CABECERA INSPECCIÓN DE POLICÍA (IP),"(6.32675555305, -75.910991461)",-75.910991461,6.32675555305,,MUNICIPIO,
5,"5,044","5,044,006",ANTIOQUIA,ANZÁ,LA HIGUINA,CABECERA INSPECCIÓN DE POLICÍA (IP),"(6.36749525468, -75.8514060761)",-75.8514060761,6.36749525468,,MUNICIPIO,
5,"5,045","5,045,000",ANTIOQUIA,APARTADÓ,APARTADÓ,CABECERA MUNICIPAL (CM),"(7.88325108195, -76.6258909217)",-76.6258909217,7.88325108195,,MUNICIPIO,
5,"5,045","5,045,001",ANTIOQUIA,APARTADÓ,SAN JOSÉ DE APARTADÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"(7.86476961858, -76.5841346102)",-76.5841346102,7.86476961858,,MUNICIPIO,
5,"5,045","5,045,002",ANTIOQUIA,APARTADÓ,CHURIDÓ,CABECERA CORREGIMIENTO MUNICIPAL (C),"(7.86546284856, -76.6671769945)",-76.6671769945,7.86546284856,,MUNICIPIO,
5,"5,045","5,045,003",ANTIOQUIA,APARTADÓ,ZUNGO CARRETERA,CENTRO POBLADO (CP),"(7.82373643, -76.648965043)",-76.648965043,7.82373643,,MUNICIPIO,
5,"5,045","5,045,007",ANTIOQUIA,APARTADÓ,LOS NARANJALES,CABECERA CORREGIMIENTO MUNICIPAL (C),0 0,0,0,,MUNICIPIO,
5,"5,045","5,045,008",ANTIOQUIA,APARTADÓ,VIJAGUAL,CENTRO POBLADO (CP),"(7.79008557787, -76.6583910429)",-76.6583910429,7.79008557787,,MUNICIPIO,
5,"5,045","5,045,009",ANTIOQUIA,APARTADÓ,EL REPOSO,CABECERA CORREGIMIENTO MUNICIPAL (C),"(7.79943428324, -76.6538601029)",-76.6538601029,7.79943428324,,MUNICIPIO,
5,"5,045","5,045,010",ANTIOQUIA,APARTADÓ,BAJO DEL OSO,CENTRO POBLADO (CP),"(7.91005770908, -76.6253010519)",-76.6253010519,7.91005770908,,MUNICIPIO,
5,"5,045","5,045,011",ANTIOQUIA,APARTADÓ,EL SALVADOR,CABECERA CORREGIMIENTO MUNICIPAL (C),"(7.87833529517, -76.6486044422)",-76.6486044422,7.87833529517,,MUNICIPIO,
5,"5,045","5,045,014",ANTIOQUIA,APARTADÓ,PUERTO GIRON,CENTRO POBLADO (CP),"(7.90564946097, -76.7370733509)",-76.7370733509,7.90564946097,,MUNICIPIO,
5,"5,045","5,045,015",ANTIOQUIA,APARTADÓ,LOMA VERDE,CENTRO POBLADO (CP),"(7.82398081903, -76.6436037404)",-76.6436037404,7.82398081903,,MUNICIPIO,
5,"5,045","5,045,016",ANTIOQUIA,APARTADÓ,SAN PABLO,CENTRO POBLADO (CP),"(7.89863050266, -76.715702319)",-76.715702319,7.89863050266,,MUNICIPIO,
5,"5,051","5,051,000",ANTIOQUIA,ARBOLETES,ARBOLETES,CABECERA MUNICIPAL (CM),"(8.84991827334, -76.4266581639)",-76.4266581639,8.84991827334,,MUNICIPIO,
5,"5,051","5,051,001",ANTIOQUIA,ARBOLETES,BUENOS AIRES,CABECERA CORREGIMIENTO MUNICIPAL (C),"(8.61124728077, -76.2826485164)",-76.2826485164,8.61124728077,,MUNICIPIO,
5,"5,051","5,051,003",ANTIOQUIA,ARBOLETES,EL CARMELO,CABECERA CORREGIMIENTO MUNICIPAL (C),"(8.61641933073, -76.3817990632)",-76.3817990632,8.61641933073,,MUNICIPIO,
5,"5,051","5,051,005",ANTIOQUIA,ARBOLETES,LAS NARANJITAS,CABECERA CORREGIMIENTO MUNICIPAL (C),"(8.52928930038, -76.3334541791)",-76.3334541791,8.52928930038,,MUNICIPIO,
5,"5,051","5,051,008",ANTIOQUIA,ARBOLETES,EL YESO,CASERÍO (CAS),"(8.61627283218, -76.4764811924)",-76.4764811924,8.61627283218,,MUNICIPIO,
5,"5,051","5,051,009",ANTIOQUIA,ARBOLETES,LA TRINIDAD,CABECERA CORREGIMIENTO MUNICIPAL (C),"(8.62509364034, -76.5080581557)",-76.5080581557,8.62509364034,,MUNICIPIO,
5,"5,051","5,051,010",ANTIOQUIA,ARBOLETES,LAS PLATAS (SANTAFÉ),CABECERA INSPECCIÓN DE POLICÍA (IP),"(8.58092456776, -76.4404830954)",-76.4404830954,8.58092456776,,MUNICIPIO,
5,"5,051","5,051,011",ANTIOQUIA,ARBOLETES,LA CANDELARIA,CABECERA CORREGIMIENTO MUNICIPAL (C),"(8.65652472732, -76.4502319517)",-76.4502319517,8.65652472732,,MUNICIPIO,
5,"5,051","5,051,014",ANTIOQUIA,ARBOLETES,EL GUADUAL,CASERÍO (CAS),"(8.48699752944, -76.3848794836)",-76.3848794836,8.48699752944,,MUNICIPIO,
5,"5,055","5,055,000",ANTIOQUIA,ARGELIA,ARGELIA,CABECERA MUNICIPAL (CM),"(5.73147922832, -75.1410633595)",-75.1410633595,5.73147922832,,MUNICIPIO,
5,"5,059","5,059,000",ANTIOQUIA,ARMENIA,ARMENIA,CABECERA MUNICIPAL (CM),"(6.15567240561, -75.7866245369)",-75.7866245369,6.15567240561,,MUNICIPIO,
5,"5,059","5,059,001",ANTIOQUIA,ARMENIA,LA HERRADURA,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.14659274967, -75.8066530513)",-75.8066530513,6.14659274967,,MUNICIPIO,
5,"5,059","5,059,003",ANTIOQUIA,ARMENIA,EL SOCORRO,CASERÍO (CAS),"(6.14616653119, -75.7851221151)",-75.7851221151,6.14616653119,,MUNICIPIO,
5,"5,059","5,059,006",ANTIOQUIA,ARMENIA,FILO SECO,CENTRO POBLADO (CP),"(6.1425221797, -75.8118735322)",-75.8118735322,6.1425221797,,MUNICIPIO,
5,"5,059","5,059,009",ANTIOQUIA,ARMENIA,PALMICHAL,CENTRO POBLADO (CP),"(6.159533401, -75.806715378)",-75.806715378,6.159533401,,MUNICIPIO,
5,"5,079","5,079,000",ANTIOQUIA,BARBOSA,BARBOSA,CABECERA MUNICIPAL (CM),"(6.4392260115, -75.3316403017)",-75.3316403017,6.4392260115,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,001",ANTIOQUIA,BARBOSA,HATILLO,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.41066432646, -75.3926606393)",-75.3926606393,6.41066432646,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,005",ANTIOQUIA,BARBOSA,PLATANITO,CENTRO POBLADO (CP),"(6.40517673757, -75.4068698995)",-75.4068698995,6.40517673757,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,008",ANTIOQUIA,BARBOSA,IZASA,CENTRO POBLADO (CP),"(6.42041888174, -75.3607631808)",-75.3607631808,6.42041888174,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,014",ANTIOQUIA,BARBOSA,POPALITO,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.47359441304, -75.2837919226)",-75.2837919226,6.47359441304,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,016",ANTIOQUIA,BARBOSA,YARUMITO,CENTRO POBLADO (CP),"(6.457457349, -75.30373386)",-75.30373386,6.457457349,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,017",ANTIOQUIA,BARBOSA,TABLAZO HATILLO,CENTRO POBLADO (CP),"(6.41887682667, -75.4133044027)",-75.4133044027,6.41887682667,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,018",ANTIOQUIA,BARBOSA,EL PARAISO,CENTRO POBLADO (CP),"(6.41314092295, -75.414864188)",-75.414864188,6.41314092295,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,019",ANTIOQUIA,BARBOSA,EL SALADITO,CENTRO POBLADO (CP),"(6.407348404, -75.401844893)",-75.401844893,6.407348404,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,020",ANTIOQUIA,BARBOSA,LOMITA 1,CENTRO POBLADO (CP),"(6.41825456822, -75.4069890912)",-75.4069890912,6.41825456822,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,021",ANTIOQUIA,BARBOSA,LOMITA 2,CENTRO POBLADO (CP),"(6.41573346658, -75.4077713014)",-75.4077713014,6.41573346658,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,022",ANTIOQUIA,BARBOSA,PRIMAVERA,CENTRO POBLADO (CP),"(6.41389608409, -75.4062648681)",-75.4062648681,6.41389608409,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,079","5,079,023",ANTIOQUIA,BARBOSA,TAMBORCITO,CENTRO POBLADO (CP),"(6.45219478807, -75.3111625975)",-75.3111625975,6.45219478807,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,086","5,086,000",ANTIOQUIA,BELMIRA,BELMIRA,CABECERA MUNICIPAL (CM),"(6.60615865921, -75.6673737242)",-75.6673737242,6.60615865921,,MUNICIPIO,
5,"5,086","5,086,001",ANTIOQUIA,BELMIRA,LABORES,CABECERA CORREGIMIENTO MUNICIPAL (C),"(6.70979191028, -75.6125065279)",-75.6125065279,6.70979191028,,MUNICIPIO,
5,"5,086","5,086,003",ANTIOQUIA,BELMIRA,RÍO ARRIBA,CENTRO POBLADO (CP),"(6.61333788559, -75.6718134407)",-75.6718134407,6.61333788559,,MUNICIPIO,
5,"5,088","5,088,000",ANTIOQUIA,BELLO,BELLO,CABECERA MUNICIPAL (CM),"(6.33406558292, -75.5546673053)",-75.5546673053,6.33406558292,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
5,"5,088","5,088,008",ANTIOQUIA,BELLO,POTRERITO,CASERÍO (CAS),"(6.331287917, -75.581125733)",-75.581125733,6.331287917,,MUNICIPIO,AREA METROPOLITANA DEL VALLE DE ABURRÁ
